Feedback_ID,Feedback_Text,Sentiment
741,"Die Bearbeitung war schnell, aber die Lösung war unklar.",neutral
742,"Die Bearbeitung war schnell, aber die Lösung war unklar.",neutral
743,"Die Lösung war in Ordnung, aber der Prozess war etwas langsam.",neutral
744,Es hat zu lange gedauert und niemand konnte mir helfen.,negativ
745,Es hat zu lange gedauert und niemand konnte mir helfen.,negativ
746,"Schlechter Kundenservice, niemand hat auf meine Anfragen geantwortet.",negativ
747,Das Support-Team schien verwirrt und hat nicht wirklich geholfen.,negativ
748,Fantastischer Service! Mein Problem wurde sofort gelöst.,positiv
749,"Es war okay, nicht das Beste, aber das Problem wurde gelöst.",neutral
750,"Insgesamt eine gute Erfahrung, hätte aber schneller sein können.",neutral
751,"Es war okay, nicht das Beste, aber das Problem wurde gelöst.",neutral
752,"Schlechter Kundenservice, niemand hat auf meine Anfragen geantwortet.",negativ
753,"Ich bin sehr zufrieden mit dem Service, mein Problem wurde sofort behoben.",positiv
754,"Die Bearbeitung war schnell, aber die Lösung war unklar.",neutral
755,"Die Lösung war in Ordnung, aber der Prozess war etwas langsam.",neutral
756,Es hat zu lange gedauert und niemand konnte mir helfen.,negativ
757,Das Support-Team schien verwirrt und hat nicht wirklich geholfen.,negativ
758,"Insgesamt eine gute Erfahrung, hätte aber schneller sein können.",neutral
759,Der Support war sehr hilfsbereit und hat mein Problem schnell gelöst.,positiv
760,"Der Vorgang war unkompliziert, aber ich musste etwas länger warten.",neutral
761,"Schlechter Kundenservice, niemand hat auf meine Anfragen geantwortet.",negativ
762,"Insgesamt eine gute Erfahrung, hätte aber schneller sein können.",neutral
763,Mein Anliegen wurde ignoriert und nicht gelöst. Sehr unzufrieden.,negativ
764,Fantastischer Service! Mein Problem wurde sofort gelöst.,positiv
765,"Der Vorgang war unkompliziert, aber ich musste etwas länger warten.",neutral
766,Fantastischer Service! Mein Problem wurde sofort gelöst.,positiv
767,"Ich bin wirklich beeindruckt, wie schnell mein Problem gelöst wurde.",positiv
768,"Ich bin sehr zufrieden mit dem Service, mein Problem wurde sofort behoben.",positiv
769,Der Mitarbeiter war sehr unhöflich und mein Problem wurde nicht behoben.,negativ
770,"Ich musste stundenlang warten, bis sich jemand bei mir gemeldet hat. Sehr frustrierend.",negativ
771,"Ich bin sehr zufrieden mit dem Service, mein Problem wurde sofort behoben.",positiv
772,"Schlechter Kundenservice, niemand hat auf meine Anfragen geantwortet.",negativ
773,Mein Anliegen wurde ignoriert und nicht gelöst. Sehr unzufrieden.,negativ
774,"Es war okay, nicht das Beste, aber das Problem wurde gelöst.",neutral
775,Der Support war sehr hilfsbereit und hat mein Problem schnell gelöst.,positiv
776,Das Support-Team schien verwirrt und hat nicht wirklich geholfen.,negativ
777,"Der Vorgang war unkompliziert, aber ich musste etwas länger warten.",neutral
778,"Insgesamt eine gute Erfahrung, hätte aber schneller sein können.",neutral
779,Der Mitarbeiter war sehr unhöflich und mein Problem wurde nicht behoben.,negativ
780,Der Mitarbeiter war sehr unhöflich und mein Problem wurde nicht behoben.,negativ
781,Der Support war sehr hilfsbereit und hat mein Problem schnell gelöst.,positiv
782,"Ich musste stundenlang warten, bis sich jemand bei mir gemeldet hat. Sehr frustrierend.",negativ
783,"Insgesamt eine gute Erfahrung, hätte aber schneller sein können.",neutral
784,"Insgesamt eine gute Erfahrung, hätte aber schneller sein können.",neutral
785,"Schlechter Kundenservice, niemand hat auf meine Anfragen geantwortet.",negativ
786,"Ich bin sehr zufrieden mit dem Service, mein Problem wurde sofort behoben.",positiv
787,"Ich bin sehr zufrieden mit dem Service, mein Problem wurde sofort behoben.",positiv
788,"Der Vorgang war unkompliziert, aber ich musste etwas länger warten.",neutral
789,"Insgesamt eine gute Erfahrung, hätte aber schneller sein können.",neutral
790,Der Mitarbeiter war sehr unhöflich und mein Problem wurde nicht behoben.,negativ
791,"Ich bin wirklich beeindruckt, wie schnell mein Problem gelöst wurde.",positiv
792,"Hervorragender Kundenservice, sehr freundlich und effizient!",positiv
793,Der Service hat zu lange gebraucht und mein Problem nicht gelöst.,negativ
794,"Hervorragender Kundenservice, sehr freundlich und effizient!",positiv
795,"Schlechter Kundenservice, niemand hat auf meine Anfragen geantwortet.",negativ
796,Mein Anliegen wurde ignoriert und nicht gelöst. Sehr unzufrieden.,negativ
797,"Das Team hat großartige Arbeit geleistet, alles war super.",positiv
798,"Insgesamt eine gute Erfahrung, hätte aber schneller sein können.",neutral
799,"Das Team hat großartige Arbeit geleistet, alles war super.",positiv
800,"Der Vorgang war unkompliziert, aber ich musste etwas länger warten.",neutral
801,"Der Prozess war etwas langwierig, aber das Endergebnis war in Ordnung.",neutral
802,"Das Team hat großartige Arbeit geleistet, alles war super.",positiv
803,"Die Bearbeitung war schnell, aber die Lösung war unklar.",neutral
804,"Hervorragender Kundenservice, sehr freundlich und effizient!",positiv
805,"Ich musste stundenlang warten, bis sich jemand bei mir gemeldet hat. Sehr frustrierend.",negativ
806,Fantastischer Service! Mein Problem wurde sofort gelöst.,positiv
807,Fantastischer Service! Mein Problem wurde sofort gelöst.,positiv
808,"Der Prozess war etwas langwierig, aber das Endergebnis war in Ordnung.",neutral
809,"Ich musste stundenlang warten, bis sich jemand bei mir gemeldet hat. Sehr frustrierend.",negativ
810,"Hervorragender Kundenservice, sehr freundlich und effizient!",positiv
811,"Die Bearbeitung war schnell, aber die Lösung war unklar.",neutral
812,Es hat zu lange gedauert und niemand konnte mir helfen.,negativ
813,"Hervorragender Kundenservice, sehr freundlich und effizient!",positiv
814,"Der Prozess war etwas langwierig, aber das Endergebnis war in Ordnung.",neutral
815,Fantastischer Service! Mein Problem wurde sofort gelöst.,positiv
816,"Die Bearbeitung war schnell, aber die Lösung war unklar.",neutral
817,"Der Vorgang war unkompliziert, aber ich musste etwas länger warten.",neutral
818,Es hat zu lange gedauert und niemand konnte mir helfen.,negativ
819,Fantastischer Service! Mein Problem wurde sofort gelöst.,positiv
820,Mein Anliegen wurde ignoriert und nicht gelöst. Sehr unzufrieden.,negativ
821,"Ich bin wirklich beeindruckt, wie schnell mein Problem gelöst wurde.",positiv
822,"Die Lösung war in Ordnung, aber der Prozess war etwas langsam.",neutral
823,"Ich bin wirklich beeindruckt, wie schnell mein Problem gelöst wurde.",positiv
824,"Der Vorgang war unkompliziert, aber ich musste etwas länger warten.",neutral
825,Fantastischer Service! Mein Problem wurde sofort gelöst.,positiv
826,"Ich bin wirklich beeindruckt, wie schnell mein Problem gelöst wurde.",positiv
827,"Es war okay, nicht das Beste, aber das Problem wurde gelöst.",neutral
828,"Ich musste stundenlang warten, bis sich jemand bei mir gemeldet hat. Sehr frustrierend.",negativ
829,Fantastischer Service! Mein Problem wurde sofort gelöst.,positiv
830,"Die Lösung war in Ordnung, aber der Prozess war etwas langsam.",neutral
831,"Die Bearbeitung war schnell, aber die Lösung war unklar.",neutral
832,Der Support war sehr hilfsbereit und hat mein Problem schnell gelöst.,positiv
833,"Der Vorgang war unkompliziert, aber ich musste etwas länger warten.",neutral
834,Fantastischer Service! Mein Problem wurde sofort gelöst.,positiv
835,Es hat zu lange gedauert und niemand konnte mir helfen.,negativ
836,"Der Vorgang war unkompliziert, aber ich musste etwas länger warten.",neutral
837,Mein Anliegen wurde ignoriert und nicht gelöst. Sehr unzufrieden.,negativ
838,Der Support war sehr hilfsbereit und hat mein Problem schnell gelöst.,positiv
839,"Schlechter Kundenservice, niemand hat auf meine Anfragen geantwortet.",negativ
840,"Der Vorgang war unkompliziert, aber ich musste etwas länger warten.",neutral
841,Der Service war hervorragend und mein Anliegen wurde sofort geklärt.,positiv
842,"Der Prozess war etwas langwierig, aber das Endergebnis war in Ordnung.",neutral
843,Der Mitarbeiter war sehr unhöflich und mein Problem wurde nicht behoben.,negativ
844,"Ich bin wirklich beeindruckt, wie schnell mein Problem gelöst wurde.",positiv
845,Es hat zu lange gedauert und niemand konnte mir helfen.,negativ
846,"Schlechter Kundenservice, niemand hat auf meine Anfragen geantwortet.",negativ
847,"Schlechter Kundenservice, niemand hat auf meine Anfragen geantwortet.",negativ
848,"Die Bearbeitung war schnell, aber die Lösung war unklar.",neutral
849,Der Mitarbeiter war sehr unhöflich und mein Problem wurde nicht behoben.,negativ
850,"Hervorragender Kundenservice, sehr freundlich und effizient!",positiv
851,"Hervorragender Kundenservice, sehr freundlich und effizient!",positiv
852,Der Service war hervorragend und mein Anliegen wurde sofort geklärt.,positiv
853,"Es war okay, nicht das Beste, aber das Problem wurde gelöst.",neutral
854,Das Support-Team schien verwirrt und hat nicht wirklich geholfen.,negativ
855,"Es war okay, nicht das Beste, aber das Problem wurde gelöst.",neutral
856,Der Service war hervorragend und mein Anliegen wurde sofort geklärt.,positiv
857,Mein Anliegen wurde ignoriert und nicht gelöst. Sehr unzufrieden.,negativ
858,"Ich bin sehr zufrieden mit dem Service, mein Problem wurde sofort behoben.",positiv
859,"Hervorragender Kundenservice, sehr freundlich und effizient!",positiv
860,"Die Lösung war in Ordnung, aber der Prozess war etwas langsam.",neutral
861,"Der Prozess war etwas langwierig, aber das Endergebnis war in Ordnung.",neutral
862,Fantastischer Service! Mein Problem wurde sofort gelöst.,positiv
863,"Das Team hat großartige Arbeit geleistet, alles war super.",positiv
864,Der Service war hervorragend und mein Anliegen wurde sofort geklärt.,positiv
865,"Der Vorgang war unkompliziert, aber ich musste etwas länger warten.",neutral
866,"Es war okay, nicht das Beste, aber das Problem wurde gelöst.",neutral
867,Das Support-Team schien verwirrt und hat nicht wirklich geholfen.,negativ
868,"Ich bin wirklich beeindruckt, wie schnell mein Problem gelöst wurde.",positiv
869,Fantastischer Service! Mein Problem wurde sofort gelöst.,positiv
870,Der Service war hervorragend und mein Anliegen wurde sofort geklärt.,positiv
871,Das Support-Team schien verwirrt und hat nicht wirklich geholfen.,negativ
872,"Der Prozess war etwas langwierig, aber das Endergebnis war in Ordnung.",neutral
873,Der Support war sehr hilfsbereit und hat mein Problem schnell gelöst.,positiv
874,"Ich bin wirklich beeindruckt, wie schnell mein Problem gelöst wurde.",positiv
875,Mein Anliegen wurde ignoriert und nicht gelöst. Sehr unzufrieden.,negativ
876,Der Support war sehr hilfsbereit und hat mein Problem schnell gelöst.,positiv
877,Der Service war hervorragend und mein Anliegen wurde sofort geklärt.,positiv
878,Fantastischer Service! Mein Problem wurde sofort gelöst.,positiv
879,Es hat zu lange gedauert und niemand konnte mir helfen.,negativ
880,Der Service hat zu lange gebraucht und mein Problem nicht gelöst.,negativ
881,Der Service war hervorragend und mein Anliegen wurde sofort geklärt.,positiv
882,"Der Prozess war etwas langwierig, aber das Endergebnis war in Ordnung.",neutral
883,"Insgesamt eine gute Erfahrung, hätte aber schneller sein können.",neutral
884,Der Support war sehr hilfsbereit und hat mein Problem schnell gelöst.,positiv
885,Der Service war hervorragend und mein Anliegen wurde sofort geklärt.,positiv
886,Der Service war hervorragend und mein Anliegen wurde sofort geklärt.,positiv
887,Es hat zu lange gedauert und niemand konnte mir helfen.,negativ
888,Der Mitarbeiter war sehr unhöflich und mein Problem wurde nicht behoben.,negativ
889,"Das Team hat großartige Arbeit geleistet, alles war super.",positiv
890,Mein Anliegen wurde ignoriert und nicht gelöst. Sehr unzufrieden.,negativ
891,Der Service hat zu lange gebraucht und mein Problem nicht gelöst.,negativ
892,Es hat zu lange gedauert und niemand konnte mir helfen.,negativ
893,Das Support-Team schien verwirrt und hat nicht wirklich geholfen.,negativ
894,"Hervorragender Kundenservice, sehr freundlich und effizient!",positiv
895,Der Mitarbeiter war sehr unhöflich und mein Problem wurde nicht behoben.,negativ
896,"Schlechter Kundenservice, niemand hat auf meine Anfragen geantwortet.",negativ
897,"Hervorragender Kundenservice, sehr freundlich und effizient!",positiv
898,Mein Anliegen wurde ignoriert und nicht gelöst. Sehr unzufrieden.,negativ
899,Fantastischer Service! Mein Problem wurde sofort gelöst.,positiv
900,"Insgesamt eine gute Erfahrung, hätte aber schneller sein können.",neutral
901,"Schlechter Kundenservice, niemand hat auf meine Anfragen geantwortet.",negativ
902,Mein Anliegen wurde ignoriert und nicht gelöst. Sehr unzufrieden.,negativ
903,"Ich musste stundenlang warten, bis sich jemand bei mir gemeldet hat. Sehr frustrierend.",negativ
904,Der Mitarbeiter war sehr unhöflich und mein Problem wurde nicht behoben.,negativ
905,Der Service war hervorragend und mein Anliegen wurde sofort geklärt.,positiv
906,"Es war okay, nicht das Beste, aber das Problem wurde gelöst.",neutral
907,"Insgesamt eine gute Erfahrung, hätte aber schneller sein können.",neutral
908,Der Mitarbeiter war sehr unhöflich und mein Problem wurde nicht behoben.,negativ
909,"Schlechter Kundenservice, niemand hat auf meine Anfragen geantwortet.",negativ
910,Der Mitarbeiter war sehr unhöflich und mein Problem wurde nicht behoben.,negativ
911,"Das Team hat großartige Arbeit geleistet, alles war super.",positiv
912,Der Support war sehr hilfsbereit und hat mein Problem schnell gelöst.,positiv
913,Mein Anliegen wurde ignoriert und nicht gelöst. Sehr unzufrieden.,negativ
914,"Hervorragender Kundenservice, sehr freundlich und effizient!",positiv
915,Fantastischer Service! Mein Problem wurde sofort gelöst.,positiv
916,"Es war okay, nicht das Beste, aber das Problem wurde gelöst.",neutral
917,Fantastischer Service! Mein Problem wurde sofort gelöst.,positiv
918,"Schlechter Kundenservice, niemand hat auf meine Anfragen geantwortet.",negativ
919,"Der Vorgang war unkompliziert, aber ich musste etwas länger warten.",neutral
920,"Schlechter Kundenservice, niemand hat auf meine Anfragen geantwortet.",negativ
921,"Es war okay, nicht das Beste, aber das Problem wurde gelöst.",neutral
922,"Die Bearbeitung war schnell, aber die Lösung war unklar.",neutral
923,Es hat zu lange gedauert und niemand konnte mir helfen.,negativ
924,"Hervorragender Kundenservice, sehr freundlich und effizient!",positiv
925,"Die Lösung war in Ordnung, aber der Prozess war etwas langsam.",neutral
926,Der Support war sehr hilfsbereit und hat mein Problem schnell gelöst.,positiv
927,"Hervorragender Kundenservice, sehr freundlich und effizient!",positiv
928,"Der Prozess war etwas langwierig, aber das Endergebnis war in Ordnung.",neutral
929,"Das Team hat großartige Arbeit geleistet, alles war super.",positiv
930,"Ich musste stundenlang warten, bis sich jemand bei mir gemeldet hat. Sehr frustrierend.",negativ
931,"Ich bin sehr zufrieden mit dem Service, mein Problem wurde sofort behoben.",positiv
932,"Der Prozess war etwas langwierig, aber das Endergebnis war in Ordnung.",neutral
933,Das Support-Team schien verwirrt und hat nicht wirklich geholfen.,negativ
934,"Ich musste stundenlang warten, bis sich jemand bei mir gemeldet hat. Sehr frustrierend.",negativ
935,Der Mitarbeiter war sehr unhöflich und mein Problem wurde nicht behoben.,negativ
936,Der Service war hervorragend und mein Anliegen wurde sofort geklärt.,positiv
937,Der Mitarbeiter war sehr unhöflich und mein Problem wurde nicht behoben.,negativ
938,"Es war okay, nicht das Beste, aber das Problem wurde gelöst.",neutral
939,"Ich bin sehr zufrieden mit dem Service, mein Problem wurde sofort behoben.",positiv
940,Das Support-Team schien verwirrt und hat nicht wirklich geholfen.,negativ
941,"Es war okay, nicht das Beste, aber das Problem wurde gelöst.",neutral
942,Fantastischer Service! Mein Problem wurde sofort gelöst.,positiv
943,Der Service hat zu lange gebraucht und mein Problem nicht gelöst.,negativ
944,"Der Prozess war etwas langwierig, aber das Endergebnis war in Ordnung.",neutral
945,"Die Lösung war in Ordnung, aber der Prozess war etwas langsam.",neutral
946,Der Service hat zu lange gebraucht und mein Problem nicht gelöst.,negativ
947,Der Mitarbeiter war sehr unhöflich und mein Problem wurde nicht behoben.,negativ
948,"Hervorragender Kundenservice, sehr freundlich und effizient!",positiv
949,Es hat zu lange gedauert und niemand konnte mir helfen.,negativ
950,"Die Lösung war in Ordnung, aber der Prozess war etwas langsam.",neutral
951,"Ich bin wirklich beeindruckt, wie schnell mein Problem gelöst wurde.",positiv
952,"Die Lösung war in Ordnung, aber der Prozess war etwas langsam.",neutral
953,"Ich musste stundenlang warten, bis sich jemand bei mir gemeldet hat. Sehr frustrierend.",negativ
954,"Insgesamt eine gute Erfahrung, hätte aber schneller sein können.",neutral
955,"Es war okay, nicht das Beste, aber das Problem wurde gelöst.",neutral
956,Fantastischer Service! Mein Problem wurde sofort gelöst.,positiv
957,"Hervorragender Kundenservice, sehr freundlich und effizient!",positiv
958,Der Service war hervorragend und mein Anliegen wurde sofort geklärt.,positiv
959,"Die Lösung war in Ordnung, aber der Prozess war etwas langsam.",neutral
960,"Der Prozess war etwas langwierig, aber das Endergebnis war in Ordnung.",neutral
961,"Insgesamt eine gute Erfahrung, hätte aber schneller sein können.",neutral
962,Der Mitarbeiter war sehr unhöflich und mein Problem wurde nicht behoben.,negativ
963,Der Service war hervorragend und mein Anliegen wurde sofort geklärt.,positiv
964,Der Service hat zu lange gebraucht und mein Problem nicht gelöst.,negativ
965,"Hervorragender Kundenservice, sehr freundlich und effizient!",positiv
966,"Der Prozess war etwas langwierig, aber das Endergebnis war in Ordnung.",neutral
967,Der Support war sehr hilfsbereit und hat mein Problem schnell gelöst.,positiv
968,Der Support war sehr hilfsbereit und hat mein Problem schnell gelöst.,positiv
969,Der Service hat zu lange gebraucht und mein Problem nicht gelöst.,negativ
970,"Hervorragender Kundenservice, sehr freundlich und effizient!",positiv
971,"Der Vorgang war unkompliziert, aber ich musste etwas länger warten.",neutral
972,Es hat zu lange gedauert und niemand konnte mir helfen.,negativ
973,"Ich musste stundenlang warten, bis sich jemand bei mir gemeldet hat. Sehr frustrierend.",negativ
974,"Es war okay, nicht das Beste, aber das Problem wurde gelöst.",neutral
975,Mein Anliegen wurde ignoriert und nicht gelöst. Sehr unzufrieden.,negativ
976,"Die Lösung war in Ordnung, aber der Prozess war etwas langsam.",neutral
977,"Ich bin wirklich beeindruckt, wie schnell mein Problem gelöst wurde.",positiv
978,"Ich bin sehr zufrieden mit dem Service, mein Problem wurde sofort behoben.",positiv
979,"Hervorragender Kundenservice, sehr freundlich und effizient!",positiv
980,Der Support war sehr hilfsbereit und hat mein Problem schnell gelöst.,positiv
981,"Ich musste stundenlang warten, bis sich jemand bei mir gemeldet hat. Sehr frustrierend.",negativ
982,"Schlechter Kundenservice, niemand hat auf meine Anfragen geantwortet.",negativ
983,"Ich bin wirklich beeindruckt, wie schnell mein Problem gelöst wurde.",positiv
984,"Das Team hat großartige Arbeit geleistet, alles war super.",positiv
985,Der Service hat zu lange gebraucht und mein Problem nicht gelöst.,negativ
986,Das Support-Team schien verwirrt und hat nicht wirklich geholfen.,negativ
987,Mein Anliegen wurde ignoriert und nicht gelöst. Sehr unzufrieden.,negativ
988,"Hervorragender Kundenservice, sehr freundlich und effizient!",positiv
989,Es hat zu lange gedauert und niemand konnte mir helfen.,negativ
990,Das Support-Team schien verwirrt und hat nicht wirklich geholfen.,negativ
991,"Schlechter Kundenservice, niemand hat auf meine Anfragen geantwortet.",negativ
992,"Hervorragender Kundenservice, sehr freundlich und effizient!",positiv
993,Der Mitarbeiter war sehr unhöflich und mein Problem wurde nicht behoben.,negativ
994,"Die Lösung war in Ordnung, aber der Prozess war etwas langsam.",neutral
995,Es hat zu lange gedauert und niemand konnte mir helfen.,negativ
996,Der Support war sehr hilfsbereit und hat mein Problem schnell gelöst.,positiv
997,"Hervorragender Kundenservice, sehr freundlich und effizient!",positiv
998,Der Service hat zu lange gebraucht und mein Problem nicht gelöst.,negativ
999,"Die Bearbeitung war schnell, aber die Lösung war unklar.",neutral
1000,Mein Anliegen wurde ignoriert und nicht gelöst. Sehr unzufrieden.,negativ
